# index, as_id, _pos
2173,4808,"array([ 5.25184072, -7.5293592 ])"
2174,6638,"array([ 6.20846477, -7.05374666])"
2175,6639,"array([ 5.137012, -6.940191])"
2176,6640,"array([ 5.4347107 , -7.19068875])"
2177,6641,"array([ 5.38209405, -7.18348116])"
2178,8327,"array([ 5.0595002 , -6.57026902])"
2179,8328,"array([ 5.10891848, -6.1749221 ])"
2180,6644,"array([ 5.3726935 , -6.95085191])"
2181,7765,"array([ 5.65923623, -6.66988255])"
2182,6646,"array([ 5.47316747, -7.46159034])"
2183,10319,"array([ 5.64791211, -7.03640164])"
2184,6648,"array([ 5.49604087, -7.49238538])"
2185,7767,"array([ 5.71837217, -6.88009364])"
2186,6650,"array([ 5.60701158, -6.88646237])"
2187,8330,"array([ 5.6532921 , -6.29897092])"
2188,7769,"array([ 5.54790263, -7.18137767])"
2189,6653,"array([ 5.63425845, -6.90323654])"
2190,6654,"array([ 5.73541626, -6.71899359])"
2191,7770,"array([ 5.69006284, -7.17977265])"
2192,6656,"array([ 5.36839131, -6.55346115])"
2193,8331,"array([ 4.91414065, -6.97802036])"
2194,6658,"array([ 5.27769846, -6.17897314])"
2195,6659,"array([ 5.33409263, -6.57411464])"
2196,6660,"array([ 5.45564304, -6.81533068])"
2197,6661,"array([ 5.21491391, -6.76795487])"
2198,6662,"array([ 4.97127317, -6.37791472])"
2199,6663,"array([ 6.13941046, -6.97350349])"
2200,6664,"array([ 5.49755812, -6.46650371])"
2201,6665,"array([ 5.56861907, -6.71880212])"
2202,6666,"array([ 5.04915229, -6.62806796])"
2203,6667,"array([ 4.61269097, -6.802297  ])"
2204,6668,"array([ 5.43011137, -6.14884322])"
2205,6669,"array([ 4.99040172, -6.54132813])"
2206,6670,"array([ 5.14483708, -6.75760331])"
2207,6671,"array([ 4.40547383, -6.20298782])"
2208,7772,"array([ 5.66003429, -7.11106775])"
2209,6673,"array([ 4.75687428, -6.97021335])"
2210,10680,"array([ 5.29077567, -7.21862756])"
2211,6675,"array([ 4.99826858, -6.73978328])"
2212,8333,"array([ 5.18637543, -6.63247335])"
2213,6677,"array([ 5.4460804 , -6.59480165])"
2214,6678,"array([ 4.81732811, -6.81179446])"
2215,6679,"array([ 5.31418881, -6.56020105])"
2216,6680,"array([ 5.20839025, -6.56242329])"
2217,6681,"array([ 4.9973921 , -6.65416251])"
2218,4853,"array([ 4.99587729, -7.57452344])"
2219,4854,"array([ 4.93211591, -7.25368515])"
2220,4855,"array([ 5.12174116, -7.70160371])"
2221,6682,"array([ 5.21772281, -6.40162187])"
2222,4857,"array([ 4.84273806, -7.41468082])"
2223,6683,"array([ 5.13870021, -6.66114954])"
2224,6684,"array([ 5.15658249, -6.34378485])"
2225,4860,"array([ 4.77799654, -7.3739797 ])"
2226,4861,"array([ 4.88953793, -6.86514617])"
2227,6685,"array([ 5.28287067, -6.45109003])"
2228,6686,"array([ 4.93428976, -6.67720567])"
2229,6687,"array([ 5.04526713, -6.7277244 ])"
2230,6688,"array([ 4.90946553, -6.58763097])"
2231,6689,"array([ 5.05182094, -6.53374511])"
2232,6690,"array([ 5.23593338, -6.56498404])"
2233,6691,"array([ 5.07747762, -6.18701486])"
2234,7775,"array([ 5.71005601, -7.2523031 ])"
2235,7776,"array([ 5.23428097, -7.16771297])"
2236,6694,"array([ 4.96382684, -6.74189338])"
2237,6695,"array([ 5.25050489, -6.28948004])"
2238,6696,"array([ 5.14026862, -6.6862515 ])"
2239,6697,"array([ 5.12696481, -7.10771566])"
2240,7777,"array([ 5.45305281, -6.70794351])"
2241,7778,"array([ 5.3966807 , -7.04838794])"
2242,8334,"array([ 5.68655892, -6.38483281])"
2243,10454,"array([ 5.0385996 , -6.88656923])"
2244,6702,"array([ 4.72548732, -6.48956362])"
2245,6703,"array([ 5.6321001 , -6.23346535])"
2246,7781,"array([ 6.26050908, -7.45895398])"
2247,6705,"array([ 5.28933266, -6.78698376])"
2248,6706,"array([ 5.43530112, -6.61504106])"
2249,6707,"array([ 5.07852111, -6.55978396])"
2250,6708,"array([ 5.0410023 , -6.55463262])"
2251,6709,"array([ 4.62676689, -6.99714024])"
2252,7782,"array([ 5.50025598, -7.4539152 ])"
2253,6711,"array([ 5.65401364, -6.03484835])"
2254,8336,"array([ 4.43680836, -6.17637393])"
2255,6713,"array([ 5.47918149, -6.85237523])"
2256,6714,"array([ 5.65269922, -6.548139  ])"
2257,6715,"array([ 4.69828559, -6.54698798])"
2258,6716,"array([ 5.62654017, -6.87551096])"
2259,6717,"array([ 5.29494372, -6.75161313])"
2260,6718,"array([ 5.17302077, -6.59443882])"
2261,6719,"array([ 4.98003214, -6.65776423])"
2262,6720,"array([ 5.44577835, -6.30295618])"
2263,6721,"array([ 5.58812606, -6.73843229])"
2264,6722,"array([ 5.55559787, -6.34462037])"
2265,6723,"array([ 4.63347332, -6.44540499])"
2266,7784,"array([ 5.61014044, -6.85204627])"
2267,7785,"array([ 5.40045662, -7.07237008])"
2268,6726,"array([ 5.73753065, -6.28981972])"
2269,6727,"array([ 5.16143725, -6.62532151])"
2270,6728,"array([ 5.57715591, -6.49142863])"
2271,6729,"array([ 4.81835731, -6.84653738])"
2272,6730,"array([ 5.20680576, -6.87033659])"
2273,4908,"array([ 5.24744664, -7.40151692])"
2274,2274,"array([ 6.18129158, -7.17429815])"
2275,6731,"array([ 4.95219377, -6.27710985])"
2276,2276,"array([ 5.44105667, -7.29920976])"
2277,2277,"array([ 5.66307132, -7.47230983])"
2278,6732,"array([ 5.06756545, -6.59620895])"
2279,4911,"array([ 5.80186628, -7.03803618])"
2280,4912,"array([ 5.97710837, -7.32607941])"
2281,4913,"array([ 5.48202002, -6.74367342])"
2282,6733,"array([ 5.31115013, -6.36875247])"
2283,6734,"array([ 5.43508918, -6.40962801])"
2284,6735,"array([ 5.12359631, -6.42168614])"
2285,7786,"array([ 5.25578228, -7.33097984])"
2286,6737,"array([ 5.36693521, -6.37606693])"
2287,6738,"array([ 5.14264319, -6.82939478])"
2288,6739,"array([ 5.73129752, -6.33399687])"
2289,6740,"array([ 5.48530177, -6.51786424])"
2290,4922,"array([ 5.46762379, -6.91967006])"
2291,4923,"array([ 5.47756338, -7.30540264])"
2292,6741,"array([ 5.07992758, -6.51318899])"
2293,6742,"array([ 5.32068277, -6.80513426])"
2294,4926,"array([ 5.59187243, -6.69663673])"
2295,4927,"array([ 5.50434365, -7.5591416 ])"
2296,6743,"array([ 4.9177068 , -6.86464717])"
2297,6744,"array([ 4.93577902, -6.14900842])"
2298,6745,"array([ 5.30638056, -6.96131373])"
2299,6746,"array([ 5.37742455, -6.19616184])"
2300,6747,"array([ 4.91251591, -6.4789909 ])"
2301,7787,"array([ 4.99688   , -6.95226677])"
2302,7788,"array([ 6.15089143, -7.17538238])"
2303,6750,"array([ 5.80040611, -6.14675238])"
2304,6751,"array([ 5.09375077, -6.99128255])"
2305,6752,"array([ 5.09008029, -6.82445793])"
2306,6753,"array([ 5.48174863, -6.5669522 ])"
2307,6754,"array([ 5.32264615, -6.53811753])"
2308,4940,"array([ 5.59657562, -7.1758685 ])"
2309,6755,"array([ 5.2286475 , -7.01680176])"
2310,6756,"array([ 4.80594837, -6.56185803])"
2311,6757,"array([ 5.18821304, -6.67248832])"
2312,6758,"array([ 5.11880654, -6.6419966 ])"
2313,10322,"array([ 6.06579651, -7.67143674])"
2314,4946,"array([ 5.7799344 , -7.22257092])"
2315,4947,"array([ 5.28794773, -7.26382923])"
2316,6760,"array([ 5.09340757, -6.85757462])"
2317,6761,"array([ 4.92714825, -6.76330749])"
2318,6762,"array([ 5.53003336, -6.58611059])"
2319,6763,"array([ 5.36545918, -6.44109941])"
2320,4952,"array([ 5.76877218, -7.08944033])"
2321,6764,"array([ 4.84340881, -6.83357108])"
2322,6765,"array([ 5.50688317, -6.64324157])"
2323,7790,"array([ 5.6308048 , -6.72674583])"
2324,10636,"array([ 5.35944443, -7.43720808])"
2325,7792,"array([ 5.8418464 , -7.04293434])"
2326,4958,"array([ 5.75236931, -6.89028827])"
2327,4959,"array([ 5.63887059, -7.15474557])"
2328,6769,"array([ 5.23075146, -6.1871317 ])"
2329,6770,"array([ 5.49460633, -6.32978487])"
2330,6771,"array([ 5.39186923, -6.62396892])"
2331,4963,"array([ 5.47387135, -6.94394063])"
2332,6772,"array([ 5.07579044, -6.61794895])"
2333,6773,"array([ 5.74112297, -6.36639054])"
2334,4966,"array([ 5.60867585, -6.62581529])"
2335,4967,"array([ 5.59225254, -6.58166051])"
2336,4968,"array([ 5.54914888, -7.12178161])"
2337,4969,"array([ 5.62059638, -7.06163189])"
2338,6774,"array([ 5.20665604, -6.89364057])"
2339,8339,"array([ 5.25096986, -6.83417166])"
2340,6776,"array([ 5.13346785, -6.73247498])"
2341,8340,"array([ 5.3273085 , -6.25291211])"
2342,6778,"array([ 5.61286482, -6.69601971])"
2343,6779,"array([ 5.18438894, -6.7162828 ])"
2344,7795,"array([ 5.76180064, -7.27609375])"
2345,10621,"array([ 5.95041431, -7.26216146])"
2346,6782,"array([ 4.54358337, -6.95181647])"
2347,4979,"array([ 5.55164463, -6.85694152])"
2348,6783,"array([ 5.28348641, -6.57951931])"
2349,6784,"array([ 5.79007078, -6.35562616])"
2350,4982,"array([ 5.54406741, -7.65458217])"
2351,4983,"array([ 5.56929386, -7.23495679])"
2352,4984,"array([ 5.75476978, -7.17150434])"
2353,6785,"array([ 4.75165771, -6.8749468 ])"
2354,8342,"array([ 5.21511515, -6.71476264])"
2355,6787,"array([ 5.20214566, -6.25588648])"
2356,10325,"array([ 5.26172148, -7.13517416])"
2357,4989,"array([ 5.55751782, -6.68436804])"
2358,10326,"array([ 5.59511635, -7.03315683])"
2359,6790,"array([ 5.48801745, -6.88663591])"
2360,7800,"array([ 5.95557038, -6.96346022])"
2361,4993,"array([ 5.97132289, -7.27325104])"
2362,6792,"array([ 5.37876487, -6.90059217])"
2363,6793,"array([ 4.7869405 , -6.85836694])"
2364,4996,"array([ 5.59627851, -7.3003319 ])"
2365,10570,"array([ 6.27653447, -7.19302579])"
2366,6795,"array([ 4.99533154, -7.09940397])"
2367,4999,"array([ 5.86073314, -7.37686048])"
2368,5000,"array([ 5.4940483 , -6.99387423])"
2369,6796,"array([ 4.87406884, -7.07698798])"
2370,5002,"array([ 5.98523251, -6.90503088])"
2371,5003,"array([ 5.5744542 , -7.20410344])"
2372,5004,"array([ 5.45029034, -6.91366793])"
2373,8346,"array([ 5.39994037, -6.59985442])"
2374,5006,"array([ 5.90657548, -7.14557172])"
2375,6798,"array([ 4.7706593 , -6.69161129])"
2376,6799,"array([ 5.14594364, -7.14841579])"
2377,5009,"array([ 5.73935519, -7.00790491])"
2378,6800,"array([ 4.83413261, -6.51082708])"
2379,2379,"array([ 5.69738701, -7.44724554])"
2380,2380,"array([ 4.86797661, -6.46566151])"
2381,2381,"array([ 6.14245329, -7.43608807])"
2382,5011,"array([ 6.19559561, -6.22864976])"
2383,8347,"array([ 5.75081875, -7.13390669])"
2384,6802,"array([ 5.07780121, -6.67235093])"
2385,6803,"array([ 5.25348662, -6.20587885])"
2386,6804,"array([ 4.99676582, -6.80313815])"
2387,6805,"array([ 5.57667522, -6.56555214])"
2388,6806,"array([ 5.41547308, -6.72849614])"
2389,6807,"array([ 4.80202149, -6.32105233])"
2390,10571,"array([ 5.64764954, -6.93096597])"
2391,6809,"array([ 5.42979405, -6.48465649])"
2392,6810,"array([ 5.91762243, -6.17406698])"
2393,8349,"array([ 5.59889842, -6.21723122])"
2394,6812,"array([ 5.03296815, -6.16894284])"
2395,5024,"array([ 5.58321677, -7.24340212])"
2396,6813,"array([ 5.16871045, -6.91695791])"
2397,7806,"array([ 5.8426247 , -7.16427049])"
2398,10622,"array([ 5.35034206, -7.07815504])"
2399,10330,"array([ 5.79848804, -7.09192921])"
2400,8352,"array([ 5.25043143, -6.43358862])"
2401,7810,"array([ 5.76202322, -7.44879168])"
2402,6819,"array([ 4.90213655, -7.0216087 ])"
2403,6820,"array([ 4.61091334, -6.83988943])"
2404,5033,"array([ 5.43542869, -7.14926461])"
2405,6821,"array([ 5.39994271, -6.97589173])"
2406,6822,"array([ 6.17289597, -7.05430412])"
2407,7811,"array([ 5.65905959, -6.69431783])"
2408,10331,"array([ 4.73566034, -6.93021948])"
2409,6825,"array([ 5.19690072, -6.70100496])"
2410,6826,"array([ 5.01237934, -6.89629073])"
2411,6827,"array([ 5.21484913, -6.81043268])"
2412,5041,"array([ 5.63511173, -7.28095103])"
2413,8354,"array([ 5.94886196, -7.30812647])"
2414,6829,"array([ 5.01347347, -6.68721437])"
2415,6830,"array([ 5.36129778, -6.79501008])"
2416,7814,"array([ 5.56311238, -7.43647456])"
2417,5046,"array([ 5.65544768, -6.800011  ])"
2418,8355,"array([ 5.50478956, -6.76061405])"
2419,5048,"array([ 5.82580443, -7.40424905])"
2420,5049,"array([ 5.69967477, -6.87464859])"
2421,5050,"array([ 5.7556039 , -7.59602414])"
2422,5051,"array([ 5.81434767, -6.99216746])"
2423,7816,"array([ 5.89460701, -7.52284787])"
2424,5053,"array([ 5.81436443, -7.13158715])"
2425,6834,"array([ 5.00646751, -7.1336654 ])"
2426,6835,"array([ 4.9129311 , -6.52601856])"
2427,5056,"array([ 5.57043158, -7.254351  ])"
2428,10460,"array([ 5.36248408, -7.41566366])"
2429,5058,"array([ 6.22123652, -7.28106552])"
2430,6837,"array([ 5.1437576 , -6.49405105])"
2431,10333,"array([ 5.79187954, -7.36962115])"
2432,8358,"array([ 5.62462675, -6.36899216])"
2433,6840,"array([ 5.30712992, -6.05258661])"
2434,6841,"array([ 5.19598903, -6.78627521])"
2435,7820,"array([ 5.91332322, -7.22305128])"
2436,8359,"array([ 5.42640344, -6.64099888])"
2437,6844,"array([ 4.85954196, -6.81524186])"
2438,6845,"array([ 5.28504542, -6.14353932])"
2439,6846,"array([ 5.34800464, -6.42346816])"
2440,6847,"array([ 5.56935533, -6.45159821])"
2441,6848,"array([ 4.80972946, -6.63820835])"
2442,5071,"array([ 5.87049784, -7.39477721])"
2443,5072,"array([ 5.80024382, -7.27425285])"
2444,6849,"array([ 5.04577902, -6.45561813])"
2445,5074,"array([ 4.94537761, -7.0495032 ])"
2446,5075,"array([ 4.97356276, -7.04609515])"
2447,5076,"array([ 5.6555629 , -7.22265244])"
2448,6850,"array([ 5.29860453, -6.6648749 ])"
2449,5078,"array([ 5.52361966, -7.50713826])"
2450,6851,"array([ 5.44337425, -6.26182919])"
2451,6852,"array([ 4.89784566, -6.81460798])"
2452,5081,"array([ 5.53385757, -7.14801014])"
2453,6853,"array([ 5.27462588, -6.53867059])"
2454,10334,"array([ 5.58705871, -6.92914428])"
2455,6855,"array([ 5.34187251, -6.59826463])"
2456,5085,"array([ 5.09164052, -6.77110391])"
2457,5086,"array([ 5.67364478, -6.78966276])"
2458,6856,"array([ 5.04684948, -6.39741827])"
2459,5088,"array([ 5.77897972, -6.94425261])"
2460,5089,"array([ 5.38826606, -6.86747706])"
2461,7823,"array([ 5.73227325, -7.10512528])"
2462,6858,"array([ 5.52316362, -6.48006309])"
2463,6859,"array([ 5.38986742, -6.91385277])"
2464,8361,"array([ 5.22508648, -6.59126534])"
2465,7825,"array([ 5.68010015, -7.55850943])"
2466,8362,"array([ 4.91939265, -6.73889234])"
2467,6863,"array([ 5.46276015, -6.66986214])"
2468,5097,"array([ 5.80620842, -7.30452736])"
2469,6864,"array([ 5.2534257 , -6.15984784])"
2470,5099,"array([ 6.21100534, -7.54782378])"
2471,6865,"array([ 4.61986911, -6.9174695 ])"
2472,5101,"array([ 5.80248266, -7.17449112])"
2473,6866,"array([ 5.26704379, -6.99081734])"
2474,6867,"array([ 4.90754419, -6.12071167])"
2475,6868,"array([ 4.53324246, -6.28879395])"
2476,5105,"array([ 5.80267222, -7.1951409 ])"
2477,5106,"array([ 5.57392962, -6.81683827])"
2478,5107,"array([ 5.33172028, -7.11436686])"
2479,8363,"array([ 5.06740903, -7.0751708 ])"
2480,5109,"array([ 5.52180356, -7.17616854])"
2481,6870,"array([ 5.11943083, -6.47902727])"
2482,6871,"array([ 5.07056036, -6.89129446])"
2483,10335,"array([ 5.33005089, -7.24455618])"
2484,6873,"array([ 4.9789686 , -6.71363672])"
2485,7829,"array([ 6.08819783, -7.18982783])"
2486,6875,"array([ 5.8791523, -6.1762823])"
2487,6876,"array([ 4.89215086, -6.40749356])"
2488,10671,"array([ 5.74194205, -6.50636241])"
2489,6878,"array([ 5.66736271, -6.40603585])"
2490,2490,"array([ 5.83753321, -6.56702694])"
2491,5119,"array([ 5.5285545, -7.5614522])"
2492,6879,"array([ 5.49978017, -6.62361613])"
2493,2493,"array([ 6.04993093, -7.06108573])"
2494,2494,"array([ 5.31138383, -5.89355333])"
2495,2495,"array([ 5.84103724, -7.61888771])"
2496,6880,"array([ 4.45929481, -6.22302752])"
2497,2497,"array([ 5.32655404, -7.16451774])"
2498,2498,"array([ 5.40595835, -7.5024944 ])"
2499,6881,"array([ 5.52038299, -6.54276508])"
2500,2500,"array([ 5.46993159, -7.51714815])"
2501,2501,"array([ 5.52007244, -7.59825394])"
2502,2502,"array([ 5.50380458, -7.67212217])"
2503,2503,"array([ 5.56698136, -7.68356426])"
2504,2504,"array([ 5.5133967 , -7.69996869])"
2505,2505,"array([ 5.82753664, -7.66360484])"
2506,2506,"array([ 5.49709731, -7.73480588])"
2507,6882,"array([ 5.60911287, -6.29938117])"
2508,2508,"array([ 5.54581123, -7.70488703])"
2509,6883,"array([ 5.19348353, -6.36169857])"
2510,2510,"array([ 5.2320457 , -7.31494874])"
2511,2511,"array([ 5.6180415 , -7.24937944])"
2512,2512,"array([ 4.92727903, -7.30656543])"
2513,2513,"array([ 5.53334134, -7.39876278])"
2514,2514,"array([ 5.101444  , -7.39669938])"
2515,2515,"array([ 5.08554641, -7.2026763 ])"
2516,2516,"array([ 5.26410922, -7.30184727])"
2517,2517,"array([ 5.66551471, -7.52095475])"
2518,2518,"array([ 5.15735868, -7.289094  ])"
2519,2519,"array([ 5.17039601, -7.4098595 ])"
2520,2520,"array([ 5.534451  , -7.68106949])"
2521,2521,"array([ 5.17374258, -7.33136273])"
2522,2522,"array([ 5.57165798, -7.62716712])"
2523,2523,"array([ 5.44004417, -7.91357707])"
2524,2524,"array([ 5.17676176, -7.29088315])"
2525,2525,"array([ 5.11980783, -7.34322145])"
2526,2526,"array([ 5.16278109, -7.3583466 ])"
2527,2527,"array([ 5.15337196, -7.23433878])"
2528,2528,"array([ 5.44158439, -7.7307475 ])"
2529,2529,"array([ 5.31544145, -6.92938151])"
2530,6884,"array([ 5.56749207, -6.20138066])"
2531,8366,"array([ 5.22766076, -6.78840781])"
2532,2532,"array([ 5.97918225, -7.08849758])"
2533,6886,"array([ 5.29991377, -6.00446981])"
2534,6887,"array([ 5.14376751, -6.30768332])"
2535,6888,"array([ 5.98457023, -6.79208384])"
2536,7832,"array([ 5.76859778, -7.02197538])"
2537,7833,"array([ 5.76621064, -7.05234646])"
2538,10337,"array([ 5.55449803, -7.03487164])"
2539,7835,"array([ 5.3920853 , -7.40587043])"
2540,6893,"array([ 4.88521392, -6.7241042 ])"
2541,6894,"array([ 5.29650994, -6.54494384])"
2542,7836,"array([ 5.55485309, -7.32544167])"
2543,6896,"array([ 5.38207372, -7.7475281 ])"
2544,2544,"array([ 6.3008689 , -6.66297927])"
2545,6897,"array([ 4.92829771, -6.80912541])"
2546,2546,"array([ 4.88585542, -6.14785199])"
2547,2547,"array([ 5.683791  , -6.00742051])"
2548,2548,"array([ 5.57411172, -6.87671986])"
2549,2549,"array([ 5.4742079 , -7.92130502])"
2550,7837,"array([ 5.86274811, -7.14524967])"
2551,2551,"array([ 5.41788077, -7.00739477])"
2552,7838,"array([ 5.84089993, -6.72496418])"
2553,2553,"array([ 5.79389619, -7.62585279])"
2554,2554,"array([ 5.37153664, -7.10601475])"
2555,6900,"array([ 5.34363134, -6.87912227])"
2556,6901,"array([ 4.94347593, -6.35879065])"
2557,6902,"array([ 5.35853303, -6.71009254])"
2558,6903,"array([ 5.33974648, -6.46337664])"
2559,6904,"array([ 5.01298992, -6.78233284])"
2560,6905,"array([ 5.07518158, -6.73361499])"
2561,2561,"array([ 5.05239308, -6.65970005])"
2562,6906,"array([ 5.52076275, -6.89097273])"
2563,2563,"array([ 5.06455824, -7.47946545])"
2564,7839,"array([ 5.48530701, -7.38225057])"
2565,8368,"array([ 5.1666685 , -6.46058869])"
2566,10601,"array([ 5.44974166, -6.6524385 ])"
2567,8370,"array([ 4.53981468, -6.33873024])"
2568,2568,"array([ 5.94102385, -7.02259933])"
2569,8371,"array([ 4.92767537, -7.02284204])"
2570,6912,"array([ 6.07965452, -6.85189131])"
2571,2571,"array([ 5.49598775, -6.80804126])"
2572,2572,"array([ 5.82230431, -7.5405191 ])"
2573,2573,"array([ 6.15002972, -6.23597627])"
2574,6913,"array([ 6.07119514, -6.91499915])"
2575,10339,"array([ 5.71206695, -6.83542769])"
2576,10533,"array([ 6.26542922, -7.16886837])"
2577,6916,"array([ 5.83363005, -6.94742751])"
2578,2578,"array([ 4.96506759, -6.96082157])"
2579,8374,"array([ 5.67687396, -6.57127858])"
2580,8375,"array([ 5.43759987, -6.35426428])"
2581,2581,"array([ 5.78583858, -6.67525958])"
2582,8376,"array([ 5.16781051, -6.77146502])"
2583,7849,"array([ 5.59814882, -7.27401449])"
2584,7850,"array([ 5.653595  , -6.64754369])"
2585,6922,"array([ 5.05492261, -7.15331895])"
2586,7851,"array([ 5.64243584, -7.17726039])"
2587,2587,"array([ 4.81292511, -6.38427433])"
2588,2588,"array([ 5.45536079, -6.43845807])"
2589,6924,"array([ 6.08144196, -6.96706452])"
2590,6925,"array([ 5.49778194, -7.36130237])"
2591,10534,"array([ 5.6213473 , -6.83248282])"
2592,2592,"array([ 5.14332956, -6.87442323])"
2593,2593,"array([ 5.48628655, -6.2700156 ])"
2594,10342,"array([ 5.37527565, -6.9337473 ])"
2595,8379,"array([ 5.21606911, -6.51695116])"
2596,7855,"array([ 4.96958178, -6.76797662])"
2597,7856,"array([ 5.53755742, -6.76394519])"
2598,2598,"array([ 5.53207587, -6.21294954])"
2599,6931,"array([ 5.80511226, -7.45448065])"
2600,6932,"array([ 5.60750284, -7.26034632])"
2601,6933,"array([ 5.3489275 , -7.12959023])"
2602,2602,"array([ 5.13666538, -6.62807732])"
2603,2603,"array([ 5.18985405, -6.57813183])"
2604,10465,"array([ 5.49481344, -7.40028576])"
2605,2605,"array([ 5.35383357, -6.29601417])"
2606,10466,"array([ 5.49593047, -7.80765813])"
2607,2607,"array([ 5.05354301, -6.48136313])"
2608,6936,"array([ 5.89064764, -7.28018382])"
2609,2609,"array([ 5.38604862, -6.64550218])"
2610,2610,"array([ 5.56422967, -6.61270515])"
2611,2611,"array([ 5.24448503, -6.993326  ])"
2612,7859,"array([ 5.64855848, -6.85310976])"
2613,6938,"array([ 5.83865744, -7.21211812])"
2614,2614,"array([ 5.31854704, -6.20276554])"
2615,6939,"array([ 5.52406598, -7.12291441])"
2616,8382,"array([ 5.01363486, -6.3975946 ])"
2617,6941,"array([ 5.56755792, -7.15489788])"
2618,6942,"array([ 5.80668612, -7.07286333])"
2619,8383,"array([ 5.34737196, -6.52619107])"
2620,6944,"array([ 5.56193555, -7.1706319 ])"
2621,7862,"array([ 5.74895693, -7.24696306])"
2622,6946,"array([ 5.33568768, -7.2800824 ])"
2623,5188,"array([ 6.13570341, -6.05658941])"
2624,6947,"array([ 5.31154919, -7.13703595])"
2625,6948,"array([ 5.75193605, -6.83279572])"
2626,6949,"array([ 5.64541689, -7.05298397])"
2627,6950,"array([ 5.41147049, -6.75490157])"
2628,10345,"array([ 5.87871267, -7.26525567])"
2629,2629,"array([ 6.22803453, -6.30450538])"
2630,7864,"array([ 5.6135732 , -7.68592481])"
2631,2631,"array([ 6.31942316, -6.79354348])"
2632,2632,"array([ 6.40172784, -6.2885921 ])"
2633,7865,"array([ 6.19528689, -6.50876624])"
2634,6954,"array([ 5.92321761, -7.12373454])"
2635,6955,"array([ 5.88259007, -6.97462058])"
2636,8385,"array([ 5.22715676, -6.47520833])"
2637,2637,"array([ 5.78800612, -6.65295333])"
2638,2638,"array([ 5.07027552, -6.36843153])"
2639,6957,"array([ 5.43471216, -7.83750787])"
2640,2640,"array([ 5.90461846, -7.32541373])"
2641,5200,"array([ 6.29055008, -6.18880629])"
2642,8386,"array([ 5.05222498, -6.97101135])"
2643,2643,"array([ 5.06506899, -6.08447883])"
2644,5202,"array([ 6.44146361, -6.13302195])"
2645,5203,"array([ 6.56119104, -6.01124472])"
2646,7868,"array([ 5.82797065, -6.82606897])"
2647,2647,"array([ 5.65997795, -6.90159807])"
2648,2648,"array([ 5.37144839, -7.13846279])"
2649,5205,"array([ 6.39109395, -6.25443874])"
2650,5206,"array([ 6.24387024, -6.00576184])"
2651,2651,"array([ 6.48462265, -6.96161037])"
2652,2652,"array([ 6.33398261, -7.0057191 ])"
2653,2653,"array([ 6.51111147, -6.990384  ])"
2654,2654,"array([ 6.24220217, -7.07256502])"
2655,2655,"array([ 6.48373585, -7.06230369])"
2656,5207,"array([ 6.30573476, -6.25902011])"
2657,5208,"array([ 6.44448363, -6.19882199])"
2658,5209,"array([ 6.32723191, -6.23352027])"
2659,2659,"array([ 6.50943228, -7.0324885 ])"
2660,5210,"array([ 6.22415932, -6.02561415])"
2661,5211,"array([ 6.40803834, -6.08564448])"
2662,5212,"array([ 6.31601221, -6.16628853])"
2663,5213,"array([ 6.38198641, -6.21851489])"
2664,5214,"array([ 6.16069786, -6.20065898])"
2665,5215,"array([ 6.18359816, -5.98535451])"
2666,8387,"array([ 5.47742067, -6.30143745])"
2667,5217,"array([ 6.38889951, -6.1547472 ])"
2668,5218,"array([ 6.27411439, -6.00728974])"
2669,10467,"array([ 5.15606847, -7.42201834])"
2670,5220,"array([ 6.09921156, -6.16539709])"
2671,10347,"array([ 5.88518727, -7.09525743])"
2672,8390,"array([ 5.36991561, -6.72746509])"
2673,7873,"array([ 6.27258213, -7.49493848])"
2674,8391,"array([ 5.48830372, -6.41070849])"
2675,8392,"array([ 5.27602015, -6.81402126])"
2676,6967,"array([ 5.69421908, -7.31154955])"
2677,7876,"array([ 5.73328851, -7.2536126 ])"
2678,6969,"array([ 5.74840058, -7.21122729])"
2679,7877,"array([ 5.23945447, -7.34250108])"
2680,6971,"array([ 5.42281131, -7.41648921])"
2681,7878,"array([ 6.17961774, -7.3748891 ])"
2682,5232,"array([ 6.34033392, -6.18190044])"
2683,2683,"array([ 5.08715505, -6.23771471])"
2684,6973,"array([ 5.67473666, -6.93386444])"
2685,2685,"array([ 5.82395017, -6.87949038])"
2686,2686,"array([ 5.62029415, -6.51401218])"
2687,2687,"array([ 5.34888576, -6.98910528])"
2688,2688,"array([ 5.67605892, -6.49767986])"
2689,5234,"array([ 6.25888389, -6.03310597])"
2690,5235,"array([ 6.38276108, -6.09532754])"
2691,10348,"array([ 5.13304968, -7.07555607])"
2692,6975,"array([ 5.62920752, -6.84915508])"
2693,8394,"array([ 5.30186125, -6.4293336 ])"
2694,7881,"array([ 5.6204555 , -7.10413756])"
2695,5240,"array([ 6.14222188, -6.1092728 ])"
2696,5241,"array([ 6.34977551, -6.21387859])"
2697,2697,"array([ 5.45264302, -6.88518925])"
2698,2698,"array([ 5.78349667, -7.58397922])"
2699,7882,"array([ 5.7841712 , -7.45395673])"
2700,6979,"array([ 5.42549182, -7.48952228])"
2701,8395,"array([ 4.74644512, -7.00316516])"
2702,2702,"array([ 5.26641657, -7.08129174])"
2703,6981,"array([ 5.63689726, -6.96057443])"
2704,2704,"array([ 6.28768149, -7.43303978])"
